id,species,margin1,margin2,margin3,margin4,margin5,margin6,margin7,margin8,margin9,margin10,margin11,margin12,margin13,margin14,margin15,margin16,margin17,margin18,margin19,margin20,margin21,margin22,margin23,margin24,margin25,margin26,margin27,margin28,margin29,margin30,margin31,margin32,margin33,margin34,margin35,margin36,margin37,margin38,margin39,margin40,margin41,margin42,margin43,margin44,margin45,margin46,margin47,margin48,margin49,margin50,margin51,margin52,margin53,margin54,margin55,margin56,margin57,margin58,margin59,margin60,margin61,margin62,margin63,margin64,shape1,shape2,shape3,shape4,shape5,shape6,shape7,shape8,shape9,shape10,shape11,shape12,shape13,shape14,shape15,shape16,shape17,shape18,shape19,shape20,shape21,shape22,shape23,shape24,shape25,shape26,shape27,shape28,shape29,shape30,shape31,shape32,shape33,shape34,shape35,shape36,shape37,shape38,shape39,shape40,shape41,shape42,shape43,shape44,shape45,shape46,shape47,shape48,shape49,shape50,shape51,shape52,shape53,shape54,shape55,shape56,shape57,shape58,shape59,shape60,shape61,shape62,shape63,shape64,texture1,texture2,texture3,texture4,texture5,texture6,texture7,texture8,texture9,texture10,texture11,texture12,texture13,texture14,texture15,texture16,texture17,texture18,texture19,texture20,texture21,texture22,texture23,texture24,texture25,texture26,texture27,texture28,texture29,texture30,texture31,texture32,texture33,texture34,texture35,texture36,texture37,texture38,texture39,texture40,texture41,texture42,texture43,texture44,texture45,texture46,texture47,texture48,texture49,texture50,texture51,texture52,texture53,texture54,texture55,texture56,texture57,texture58,texture59,texture60,texture61,texture62,texture63,texture64
17,Zelkova_Serrata,19.531,3.125,1.953,5.859,3.906,13.672,33.203,0,11.719,42.969,15.625,17.578,19.531,9.766,15.625,0,46.875,1.953,25.391,11.719,25.391,21.484,0,29.297,11.719,25.391,15.625,11.719,3.906,13.672,7.812,1.953,7.812,0,27.344,21.484,1.953,17.578,15.625,1.953,1.953,9.766,35.156,1.953,7.812,11.719,27.344,52.734,3.906,50.781,13.672,7.812,60.547,1.953,23.438,7.812,9.766,3.906,0,29.297,1.953,33.203,0,13.672,68.312,72.854,65.574,63.846,6.164,59.575,57.458,52.909,50.956,46.448,45.286,43.113,40.237,41.415,41.329,3.994,42.552,39.485,43.168,43.598,45.652,4.992,49.405,54.001,55.592,61.326,61.183,67.897,72.095,79.122,84.477,91.421,98.654,98.983,91.812,84.353,78.465,71.291,67.115,60.264,57.611,57.665,54.048,49.674,48.368,42.724,44.789,4.076,39.869,38.579,35.283,38.719,3.828,4.009,43.154,44.212,49.357,52.804,56.282,61.596,65.624,69.205,69.837,68.445,11.719,7.812,293,21.484,4.883,3.906,54.688,4.883,19.531,9.766,14.648,0,977,8.789,0,0,4.883,0,83.008,6.836,0,7.812,293,0,1.953,5.859,12.598,0,32.227,4.883,6.543,0,0,11.719,4.883,0,977,18.555,52.734,23.438,29.297,0,37.109,99.609,3.906,3.906,9.766,0,7.812,22.461,0,0,3.906,11.328,9.766,0,0,293,24.414,0,0,6.836,0,4.883
18,Betula_Austrosinensis,1.953,1.953,23.438,25.391,76.172,0,29.297,0,5.859,15.625,1.953,3.906,1.953,3.906,11.719,0,13.672,0,3.906,9.766,0,3.906,0,5.859,11.719,37.109,15.625,37.109,11.719,46.875,48.828,74.219,9.766,0,3.906,3.906,0,15.625,19.531,1.953,66.406,5.859,0,46.875,3.906,37.109,3.906,1.953,60.547,1.953,1.953,5.859,56.641,29.297,3.125,11.719,1.953,3.906,5.859,39.062,0,0,3.906,1.953,57.722,59.985,56.981,62.147,63.788,63.385,68.389,72.064,75.631,79.975,8.482,85.966,8.882,9.171,9.021,86.096,87.104,81.495,81.892,79.097,73.755,73.502,69.446,66.273,63.344,64.421,6.259,55.657,5.123,47.475,46.171,50.195,51.679,53.869,56.972,60.371,64.344,68.778,73.164,77.718,8.285,86.167,88.243,89.297,94.779,10.122,96.459,90.769,87.987,83.107,81.505,75.615,71.108,67.562,64.014,60.783,59.265,56.859,54.594,56.254,5.502,55.492,54.682,55.014,0,293,22.461,0,78.125,977,15.625,52.734,977,0,53.711,4.883,4.883,23.438,0,4.883,977,0,293,14.648,0,60.547,13.672,0,1.953,1.953,0,18.555,50.781,5.859,54.688,11.719,0,8.789,13.672,0,0,42.969,0,1.953,0,5.859,977,0,8.789,36.133,41.992,25.391,15.625,64.453,80.078,29.297,1.953,27.344,13.672,3.906,14.648,3.906,36.133,0,0,12.695,5.859,0
20,Quercus_Pontica,15.625,11.719,41.016,3.906,23.438,15.625,19.531,0,9.766,15.625,3.906,46.875,17.578,13.672,35.156,0,3.906,5.859,13.672,7.812,54.688,7.812,0,9.766,21.484,3.906,7.812,19.531,11.719,17.578,15.625,11.719,5.859,0,5.859,0,21.484,58.594,15.625,17.578,3.906,3.906,13.672,23.438,5.859,17.578,72.266,52.734,29.297,11.719,11.719,1.953,25.391,13.672,27.344,9.766,17.578,0,9.766,7.812,0,19.531,3.906,5.859,10.746,10.464,99.005,1.016,93.829,93.526,94.002,94.979,93.513,8.886,91.468,98.246,10.286,11.046,11.772,11.952,12.833,13.635,14.174,14.739,15.188,15.882,15.731,17,18.298,17.988,16.558,15.588,15.594,15.175,14.921,13.944,13.357,12.527,12.212,11.202,10.265,95.125,86.477,78.823,78.943,74.197,73.851,79.243,80.406,8.726,98.414,10.851,11.936,12.509,13.455,14.514,15.223,16.336,16.715,17.526,17.192,16.648,16.091,15.496,14.415,13.543,12.571,11.678,10.742,9.766,0,0,11.523,2.832,14.648,75.195,26.367,0,0,21.484,10.742,27.344,0,0,4.883,0,12.695,29.297,0,1.953,92.773,0,0,0,0,0,39.062,7.812,51.758,0,0,8.789,6.836,0,0,71.289,0,13.672,0,5.859,0,0,10.645,1.953,29.297,0,20.508,26.367,0,0,0,9.766,3.906,0,86.914,0,13.672,0,0,0,11.719,293
21,Quercus_Afares,11.719,11.719,54.688,17.578,7.812,9.766,11.719,7.812,25.391,15.625,27.344,9.766,25.391,25.391,11.719,0,21.484,19.531,7.812,19.531,52.734,3.906,0,0,5.859,21.484,11.719,3.906,54.688,9.766,0,0,17.578,1.953,11.719,27.344,25.391,41.016,9.766,3.906,3.906,5.859,17.578,7.812,29.297,0,35.156,13.672,3.906,54.688,39.062,0,17.578,1.953,5.859,0,5.859,15.625,39.062,11.719,0,3.906,35.156,7.812,5.281,47.914,39.916,43.373,51.953,57.404,57.669,52.236,59.513,61.642,67.375,68.336,64.605,63.176,55.626,54.877,59.927,56.629,52.405,44.323,41.361,49.196,53.316,49.397,44.814,39.497,32.164,24.996,25.786,32.297,39.856,47.019,53.653,55.427,56.458,55.408,50.487,56.078,56.097,55.273,53.939,53.931,56.312,63.706,71.672,69.328,61.819,55.483,53.495,53.252,55.457,56.135,5.302,55.718,53.874,56.107,54.969,48.106,40.944,32.981,36.253,4.257,48.909,5.094,16.309,12.695,4.883,4.883,977,9.766,83.008,293,21.484,91.797,0,0,12.695,11.719,0,0,5.859,0,70.312,1.953,0,0,3.125,0,4.883,0,2.832,0,8.789,11.719,8.789,0,4.883,27.344,8.789,0,0,2.832,49.805,5.957,5.859,0,14.648,17.578,25.391,6.836,17.578,0,3.906,4.883,0,0,0,57.617,293,0,15.625,0,15.625,0,0,0,18.555,22.461
22,Quercus_Coccifera,11.719,7.812,11.133,27.344,23.438,39.062,13.672,0,1.953,13.672,5.859,9.766,15.625,1.953,25.391,0,7.812,3.125,1.953,19.531,9.766,0,0,1.953,1.953,25.391,0,25.391,21.484,27.344,1.953,5.859,29.297,0,1.953,3.906,29.297,52.734,35.156,9.766,9.766,5.859,19.531,13.672,13.672,15.625,17.578,66.406,0,13.672,13.672,0,21.484,3.906,35.156,0,25.391,7.812,33.203,0,0,0,3.125,0,16.798,20.211,23.258,2.345,23.645,26.376,22.941,21.393,17.732,16.032,19.423,21.342,18.081,14.644,10.651,73.851,10.649,14.869,18.193,21.907,19.628,16.003,18.937,15.219,11.454,85.853,92.863,11.819,14.591,17.278,1.814,1.644,16.653,15.425,16.379,18.628,20.793,20.905,21.079,21.546,242,25.776,22.239,19.155,1.701,161,16.991,1.444,11.452,10.959,13.145,16.409,17.492,17.222,13.469,95.907,76.032,1.133,15.847,20.257,21.434,24.024,20.272,1.659,5.859,4.883,0,11.719,977,977,977,0,14.648,12.695,11.914,0,0,12.695,21.582,977,10.742,0,24.414,977,0,12.695,5.859,12.695,293,46.875,293,0,10.742,977,8.789,0,23.438,977,1.953,0,36.133,1.953,4.883,5.859,4.883,6.836,5.859,977,0,977,3.906,0,19.531,19.531,92.773,0,24.414,4.883,977,1.953,0,3.418,7.812,38.086,0,89.844,23.438,1.953
25,Fagus_Sylvatica,27.344,25.391,66.406,7.812,3.906,52.734,3.125,0,3.906,39.062,3.906,1.953,625,1.953,15.625,0,23.438,19.531,7.812,19.531,13.672,0,0,0,1.953,23.438,1.953,5.859,35.156,13.672,1.953,0,17.578,3.906,27.344,17.578,3.125,54.688,19.531,7.812,0,9.766,9.766,11.719,9.766,5.859,19.531,41.016,0,3.906,3.125,0,25.391,0,41.016,0,27.344,3.906,27.344,0,0,0,41.016,0,58.502,60.156,61.729,62.419,64.266,677,71.016,74.692,7.924,8.285,85.884,90.508,9.755,92.325,85.058,81.323,77.788,74.048,72.043,69.809,67.211,64.573,62.441,61.276,59.752,60.119,58.578,55.963,55.733,55.659,55.746,58.098,60.351,60.879,62.439,64.071,67.414,70.382,70.221,74.985,75.229,79.867,79.604,81.788,84.158,85.674,85.997,86.467,81.483,80.832,77.635,75.011,70.116,68.849,66.612,6.472,61.631,5.875,57.555,56.521,54.255,54.515,55.388,57.758,3.906,293,3.906,47.852,4.883,0,3.906,977,293,33.203,977,977,0,0,0,0,3.906,0,25.391,3.906,0,0,977,14.648,2.832,11.719,11.914,0,10.742,293,5.859,0,45.898,5.859,977,0,13.672,293,44.922,26.367,23.828,0,32.227,10.156,6.836,7.812,4.883,5.859,977,7.812,0,0,29.297,19.531,8.789,0,4.883,4.883,9.766,1.953,0,3.906,0,36.133
26,Phildelphus,9.766,625,33.203,29.297,11.719,44.922,5.859,0,9.766,17.578,39.062,1.953,48.828,1.953,3.906,0,23.438,35.156,23.438,11.719,3.906,0,0,0,0,29.297,0,21.484,39.062,11.719,0,0,35.156,0,17.578,3.125,27.344,5.859,3.906,3.906,7.812,39.062,1.953,5.859,41.016,0,3.906,0,0,0,42.969,1.953,3.125,1.953,0,0,13.672,54.688,50.781,27.344,0,1.953,27.344,1.953,54.346,5.874,61.239,55.249,49.495,48.382,45.023,42.332,39.813,38.291,3.639,33.783,32.571,30.971,28.354,2.835,27.083,28.898,28.418,29.493,30.113,31.219,3.498,36.703,41.103,43.367,47.035,51.308,5.402,56.992,62.518,66.505,70.122,70.547,66.343,62.659,59.318,56.256,52.397,47.942,45.808,41.396,3.887,36.101,33.232,3.367,29.797,28.429,28.331,28.509,29.669,27.594,29.338,30.786,31.973,33.975,36.526,39.145,41.206,43.716,46.387,47.989,49.526,51.708,0,20.508,0,66.406,0,3.906,4.883,1.953,72.266,12.695,0,0,14.648,77.148,0,9.766,27.344,1.953,5.957,20.508,0,0,42.969,46.875,3.125,3.906,0,0,3.125,18.555,25.391,0,19.531,0,14.648,0,977,0,10.742,46.875,8.789,5.859,4.883,0,2.832,0,25.391,0,36.133,13.672,0,16.602,2.832,35.156,0,0,4.883,0,68.359,0,0,0,36.133,977
27,Acer_Palmatum,0,0,1.953,29.297,11.133,0,0,0,29.297,0,0,0,0,23.438,1.953,0,5.859,0,11.719,3.906,0,0,19.531,17.578,11.719,11.719,15.625,41.016,0,9.766,35.156,50.781,0,3.906,0,0,3.906,1.953,3.906,7.812,17.969,7.812,0,21.484,0,29.297,1.953,0,54.688,0,0,9.766,9.766,35.156,0,0,0,7.812,5.859,60.547,3.906,7.812,1.953,3.906,11.448,10.666,99.556,92.949,87.691,84.537,81.038,78.007,76.342,74.886,73.552,72.681,71.813,7.155,71.266,70.683,69.732,69.564,6.992,70.635,7.099,721,72.663,73.689,7.597,78.228,79.956,8.285,85.514,88.472,91.699,94.766,9.681,96.525,9.356,89.393,85.251,81.467,7.849,76.042,74.401,72.258,70.355,68.658,6.727,66.767,66.309,66.297,67.193,67.734,69.616,71.134,73.405,75.179,77.728,79.007,80.324,83.197,85.598,87.554,9.023,94.291,10.191,10.989,3.906,0,7.812,0,13.281,0,977,26.367,0,0,0,37.793,0,0,0,0,0,0,977,1.953,0,0,68.359,0,1.953,0,977,17.578,4.883,0,37.109,0,0,8.789,0,0,0,55.664,3.906,0,0,0,0,0,39.062,51.758,7.812,37.109,0,0,0,0,0,977,12.695,0,79.102,0,0,0,0,0,0,19.531
29,Quercus_Pubescens,1.953,0,15.625,3.125,11.719,0,21.484,1.953,5.859,13.672,3.906,15.625,15.625,7.812,23.438,0,21.484,7.812,25.391,7.812,21.484,23.438,0,54.688,3.906,19.531,5.859,9.766,23.438,9.766,9.766,11.719,7.812,1.953,3.906,9.766,15.625,39.062,19.531,5.859,3.906,11.719,48.828,9.766,25.391,9.766,15.625,91.797,1.953,15.625,21.484,9.766,58.594,3.906,44.922,5.859,19.531,9.766,33.203,11.719,1.953,9.766,3.906,1.953,80.172,89.566,99.061,10.914,11.911,12.937,14.046,15.121,15.837,16.011,1.712,16.534,15.476,14.785,13.878,12.898,12.029,11.044,10.162,91.831,83.085,74.433,6.528,57.472,51.219,45.783,42.639,4.312,45.663,52.665,59.154,67.868,76.725,85.704,9.495,10.535,11.515,12.541,13.664,14.728,15.893,16.998,17.382,16.501,15.532,14.527,13.523,12.515,11.526,10.522,96.203,86.231,77.303,69.933,62.031,55.815,50.261,47.072,46.388,48.311,51.867,57.303,63.453,71.501,0,70.312,0,89.844,0,53.711,3.906,0,9.766,32.227,1.953,0,53.711,0,0,0,13.477,1.953,36.133,41.016,0,0,42.969,32.227,9.766,5.859,0,0,3.906,45.898,13.672,0,22.461,0,7.812,0,6.836,0,6.836,75.195,8.789,3.906,10.742,0,9.766,0,48.828,0,1.953,977,0,0,41.016,4.883,0,0,1.953,5.859,49.805,0,0,6.836,0,1.953
30,Populus_Adenopoda,5.859,27.344,17.578,41.016,7.812,17.578,46.875,1.953,0,44.922,1.953,1.953,23.438,1.953,9.766,0,13.672,23.438,7.812,37.109,9.766,1.953,0,1.953,0,50.781,0,19.531,35.156,66.406,3.906,0,15.625,0,15.625,9.766,46.875,11.719,9.766,13.672,3.906,19.531,9.766,37.109,19.531,3.906,5.859,13.672,1.953,9.766,15.625,0,35.156,0,33.203,5.859,3.125,15.625,48.828,3.906,7.812,0,3.125,1.953,51.503,51.953,51.556,52.363,51.651,51.191,52.359,53.264,53.819,54.405,56.957,64.802,68.027,61.605,61.918,5.985,59.864,59.589,59.567,58.303,57.875,57.413,56.424,54.164,5.278,50.268,48.708,49.005,48.833,47.306,49.531,50.123,50.385,52.209,52.446,51.332,52.845,55.169,54.291,56.654,56.972,56.878,58.357,60.411,61.918,66.874,63.627,63.124,61.035,61.204,58.189,58.544,58.385,56.583,55.163,55.777,54.944,54.367,51.518,52.961,53.159,53.678,5.223,53.059,0,1.953,0,0,0,0,0,0,0,0,19.531,0,0,0,8.789,0,0,0,16.602,0,0,977,293,10.742,0,30.273,0,0,1.953,0,19.531,0,0,0,0,0,47.852,0,0,0,0,0,0,0,0,0,0,0,0,1.953,15.625,0,1.953,20.508,0,977,0,20.508,1.953,33.301,0,16.992,0,0
31,Quercus_Trojana,19.531,19.531,64.453,25.391,7.812,5.859,23.438,0,5.859,3.906,11.719,21.484,46.875,19.531,21.484,0,9.766,15.625,5.859,9.766,66.406,0,0,0,21.484,9.766,1.953,11.719,37.109,7.812,9.766,5.859,15.625,0,1.953,15.625,27.344,44.922,11.719,7.812,0,13.672,29.297,9.766,27.344,5.859,66.406,35.156,9.766,7.812,21.484,0,23.438,1.953,5.859,13.672,11.719,23.438,17.578,1.953,0,0,39.062,0,52.263,50.513,50.904,52.032,54.151,57.075,61.054,65.796,70.921,77.078,83.215,90.377,97.629,1.059,11.309,11.756,12.649,1.295,12.005,11.622,10.939,10.324,97.031,91.779,86.384,81.244,75.158,69.405,64.494,60.184,55.652,5.233,50.454,48.331,4.782,48.362,51.577,54.347,58.756,63.797,70.019,76.264,80.724,85.374,91.543,96.751,10.156,1.059,11.001,11.391,11.764,11.233,10.711,99.953,93.292,8.703,82.764,77.494,71.389,66.404,61.635,58.601,5.492,52.061,5.859,3.906,0,2.832,0,11.719,10.742,0,26.367,17.676,5.859,0,5.859,3.906,977,0,9.766,977,1.582,4.883,0,0,8.789,12.695,9.766,35.156,1.953,0,293,4.883,7.812,1.953,98.633,0,3.906,0,37.109,0,17.578,13.867,9.766,0,6.836,0,7.812,0,5.859,0,10.742,3.906,0,0,18.555,30.273,0,977,1.953,16.602,23.438,4.883,0,3.906,13.672,4.883
32,Quercus_Variabilis,19.531,29.297,80.078,33.203,25.391,23.438,9.766,5.859,0,9.766,21.484,11.719,44.922,1.953,33.203,0,5.859,25.391,0,11.719,0,0,0,0,3.906,29.297,0,35.156,23.438,25.391,0,0,5.859,1.953,11.719,5.859,33.203,50.781,42.969,19.531,9.766,9.766,5.859,15.625,9.766,15.625,9.766,9.766,7.812,0,19.531,0,39.062,39.062,3.906,0,13.672,13.672,54.688,5.859,1.953,0,33.203,0,66.893,69.092,69.462,63.484,5.978,63.898,72.909,79.748,86.573,92.834,9.845,10.882,11.763,10.624,10.225,92.435,88.555,79.074,70.658,64.095,56.206,57.415,55.522,6.192,69.302,70.741,71.751,63.808,53.172,42.389,34.015,42.586,54.457,60.724,70.689,69.154,59.757,58.811,66.517,75.371,81.145,834,92.864,93.627,96.554,95.798,95.766,90.871,81.277,85.068,88.577,79.722,67.419,54.559,51.363,62.242,67.584,63.641,53.477,44.595,37.711,43.399,5.368,64.858,36.133,26.367,17.578,9.766,41.016,0,74.219,30.273,11.719,293,0,0,0,0,0,0,23.438,5.859,4.883,19.531,0,0,27.344,0,5.859,0,14.648,10.742,5.859,977,7.812,0,0,56.641,3.906,0,0,14.258,19.531,7.812,0,0,17.578,8.789,20.508,87.891,2.832,10.352,0,3.906,0,0,977,3.906,21.484,0,57.617,0,293,0,0,0,0,35.156
34,Alnus_Sieboldiana,0,5.859,23.438,1.953,13.672,1.953,15.625,0,3.906,7.812,1.953,19.531,17.578,29.297,29.297,0,3.906,9.766,0,9.766,95.703,33.203,0,0,48.828,5.859,46.875,13.672,1.953,9.766,39.062,41.016,0,0,0,0,9.766,33.203,27.344,15.625,9.766,1.953,11.719,19.531,1.953,13.672,80.078,3.125,35.156,19.531,9.766,3.906,11.719,13.672,21.484,41.016,5.859,0,5.859,9.766,0,17.578,5.859,11.719,89.305,8.354,80.511,76.397,72.066,67.665,6.362,59.867,56.382,53.146,49.897,47.697,45.271,43.491,42.748,42.515,43.512,44.981,47.464,50.812,5.451,58.119,62.507,67.432,72.769,78.756,85.045,9.187,98.596,10.542,11.224,11.907,11.744,11.064,10.384,97.195,90.732,8.419,78.106,72.364,67.093,62.329,58.359,54.648,51.096,48.343,46.266,44.646,43.722,4.308,43.512,4.442,46.333,48.886,52,55.191,58.719,62.755,67.119,72.118,77.085,81.889,8.616,92.814,1.953,0,0,44.922,0,0,4.883,977,0,8.789,58.594,0,0,6.836,14.258,1.953,0,0,15.625,1.953,0,19.531,0,0,0,9.375,3.906,0,5.859,4.883,18.555,13.672,23.438,4.883,293,977,46.875,3.906,6.836,9.766,977,1.953,24.414,0,0,977,5.859,0,4.883,6.836,86.914,22.461,51.758,2.832,0,19.531,0,3.125,5.859,54.688,0,10.352,977,0
35,Quercus_Ilex,29.297,33.203,33.203,21.484,1.953,68.359,37.109,0,5.859,80.078,29.297,5.859,17.578,0,1.953,0,29.297,33.203,3.906,42.969,9.766,0,0,0,1.953,25.391,0,7.812,27.344,21.484,0,0,3.125,0,42.969,29.297,27.344,11.719,1.953,1.953,0,21.484,9.766,11.719,46.875,1.953,9.766,3.906,0,0,23.438,0,11.719,0,1.953,0,23.438,27.344,3.125,1.953,0,0,58.594,0,70.863,70.586,68.609,72.985,74.081,70.258,6.818,70.546,70.322,67.756,64.974,63.961,71.709,78.172,71.086,63.745,65.244,67.626,70.366,67.258,67.648,71.042,70.248,67.028,67.067,69.756,72.437,66.242,62.553,64.446,66.867,68.475,61.515,55.621,5.763,61.046,62.268,55.614,57.589,6.128,65.644,706,76.339,82.891,89.515,88.792,82.537,76.773,71.035,65.885,62.654,59.229,62.466,57.961,55.022,61.416,62.095,58.639,5.675,62.031,68.933,6.791,64.554,64.985,0,977,0,29.297,0,0,0,0,977,41.016,58.594,0,0,0,1.953,0,8.789,5.859,15.039,0,0,14.648,14.648,68.359,8.789,11.328,0,0,17.578,0,23.438,1.953,47.852,0,0,0,41.992,0,293,70.312,977,3.906,0,0,977,0,977,0,3.906,20.508,44.922,0,2.832,48.828,0,0,0,44.922,3.906,4.883,0,69.336,0,0
37,Arundinaria_Simonii,1.953,23.438,5.859,29.297,0,0,0,0,11.719,0,10.742,0,32.617,1.953,0,0,0,18.555,3.906,1.953,0,0,0,0,0,3.906,0,0,42.969,1.953,0,0,5.859,0,0,5.859,0,0,1.953,0,0,9.766,0,0,13.672,0,0,0,0,0,3.906,0,1.953,0,0,0,0,56.641,15.625,3.906,1.953,0,3.906,3.906,85.097,85.069,77.993,71.655,69.993,65.687,59.234,59.396,5.811,53.765,49.017,47.049,47.618,42.628,38.954,4.111,43.237,44.358,45.012,47.226,48.949,50.795,54.952,56.334,60.264,62.457,66.196,70.913,75.544,79.781,87.073,85.156,77.877,72.355,71.568,67.853,65.291,63.666,62.418,61.977,58.506,52.519,49.797,49.029,47.839,40.845,41.536,43.846,39.026,35.893,39.137,44.705,42.066,44.797,50.523,5.684,56.525,57.949,64.811,7.167,75.654,75.047,82.042,88.122,13.672,0,0,977,86.914,0,19.531,25.391,0,36.133,45.898,9.668,0,0,9.766,0,0,0,10.742,4.883,0,6.836,0,0,0,18.555,30.273,0,1.953,0,3.906,15.625,38.086,89.844,0,0,51.758,25.391,11.719,4.883,21.484,0,977,4.883,0,5.859,12.695,15.625,1.953,1.953,30.273,0,977,4.883,10.352,9.766,0,293,293,77.148,0,52.734,0,0
38,Acer_Platanoids,15.625,3.125,10.156,15.625,5.859,17.578,0,0,41.016,5.859,15.625,7.812,74.219,29.297,5.859,0,9.766,21.484,5.859,3.906,35.156,5.859,0,5.859,15.625,5.859,5.859,11.719,29.297,7.812,9.766,5.859,15.625,0,3.906,5.859,27.344,76.172,3.906,7.812,0,11.719,13.672,15.625,15.625,3.906,54.688,0,5.859,17.578,21.484,3.906,0,1.953,0,0,1.953,5.859,37.109,3.906,5.859,3.906,66.406,21.484,78.762,74.452,70.042,65.724,61.323,57.052,52.725,4.852,4.421,39.986,35.666,31.477,27.178,23.025,18.888,15.009,11.241,81.313,68.863,80.969,10.955,14.572,18.519,22.604,26.886,31.107,35.401,3.961,43.912,48.127,52.468,56.619,58.487,54.249,50.013,45.881,41.593,37.424,3.315,28.966,24.763,20.633,16.602,12.978,96.215,76.019,78.044,10.012,13.287,1.704,21.086,25.165,29.385,33.566,37.902,42.151,46.513,50.803,55.204,59.517,63.942,68.264,7.269,77.012,1.953,1.953,9.766,27.344,18.555,0,9.766,19.531,0,20.508,36.133,0,0,0,977,0,0,0,7.812,12.695,0,37.109,3.906,977,8.789,19.531,88.867,293,29.297,0,7.812,15.625,5.859,13.672,3.906,0,3.906,12.695,24.414,10.742,84.961,0,30.273,15.137,3.906,9.766,27.344,12.695,0,24.414,20.508,0,15.625,14.648,29.297,33.203,7.812,6.836,14.648,0,0,20.508,0,35.156
40,Quercus_Phillyraeoides,27.344,9.766,21.484,42.969,17.578,9.766,37.109,3.125,5.859,37.109,21.484,3.906,33.203,3.906,0,0,29.297,17.578,9.766,15.625,3.906,1.953,0,7.812,0,33.203,0,17.578,3.125,3.125,5.859,0,7.812,1.953,3.125,13.672,27.344,21.484,9.766,5.859,39.062,13.672,17.578,15.625,35.156,13.672,1.953,0,1.953,3.906,23.438,0,23.438,9.766,3.125,1.953,21.484,21.484,29.297,27.344,0,0,41.016,0,65.471,66.786,63.666,6.074,5.701,5.296,50.006,46.151,43.981,40.605,36.465,32.695,29.824,29.553,26.607,2.416,23.195,26.153,25.659,26.053,29.684,32.552,34.267,3.791,4.167,4.475,48.437,52.543,56.579,60.467,63.837,65.934,70.349,68.659,6.406,61.483,57.058,53.089,49.873,47.293,44.807,39.968,37.464,35.361,30.268,28.612,24.803,22.529,24.366,25.639,27.616,27.149,28.531,31.624,351,36.495,386,42.767,46.687,48.726,52.539,56.036,58.344,62.894,6.836,293,977,57.617,0,5.859,293,0,16.602,10.938,0,0,8.789,14.648,0,0,293,0,44.922,977,0,0,977,20.508,37.109,9.766,977,0,8.789,3.906,7.812,0,26.074,0,3.906,0,10.059,977,22.461,77.148,41.016,3.906,7.812,0,293,0,3.906,0,18.555,7.812,0,0,15.625,17.578,0,0,3.906,977,9.766,1.953,0,1.953,23.438,7.812
42,Cornus_Chinensis,85.938,95.703,7.812,3.906,0,14.844,7.812,0,7.812,27.344,23.438,0,14.453,0,1.953,0,9.766,3.125,0,23.438,0,0,0,0,0,13.672,0,1.953,37.109,1.953,0,1.953,29.297,0,27.344,42.969,3.906,9.766,1.953,0,0,5.859,7.812,1.953,21.484,0,1.953,0,0,0,64.453,0,1.953,0,0,0,19.531,11.719,1.953,9.766,1.953,0,56.641,1.953,90.714,97.822,91.582,92.786,86.196,79.745,74.314,67.593,62.632,62.632,59.867,53.746,46.466,47.589,51.531,50.723,44.542,47.061,53.771,55.735,52.058,57.324,63.232,61.829,66.864,71.961,70.717,75.541,77.785,76.574,81.947,8.167,77.997,78.172,7.538,76.379,709,65.395,69.976,67.641,62.116,56.533,56.573,62.437,63.083,59.523,55.079,48.353,45.157,44.745,50.001,51.533,52.575,52.281,52.325,57.932,64.465,68.475,71.316,73.923,80.043,839,89.693,92.412,11.719,977,18.555,1.953,2.832,0,17.578,3.418,977,293,60.547,0,11.719,8.789,0,11.719,0,977,21.484,15.625,13.672,3.418,293,0,3.906,27.344,7.812,8.789,24.414,3.906,12.695,625,0,16.602,5.859,10.742,3.906,3.125,17.578,5.859,0,15.625,8.789,10.742,0,30.273,3.418,30.273,1.953,19.531,87.891,12.695,977,2.832,18.555,52.734,5.859,977,19.531,0,11.719,41.992,4.883,20.508
43,Quercus_Phillyraeoides,1.953,3.906,17.578,44.922,41.016,11.719,39.062,13.672,11.719,21.484,11.719,3.906,7.812,1.953,1.953,0,19.531,19.531,39.062,11.719,5.859,0,0,0,1.953,29.297,0,33.203,35.156,29.297,3.906,5.859,35.156,3.906,1.953,3.906,3.125,44.922,9.766,9.766,44.922,21.484,9.766,27.344,17.578,7.812,5.859,5.859,0,11.719,7.812,0,52.734,13.672,11.719,1.953,25.391,29.297,27.344,39.062,0,0,27.344,1.953,72.733,68.039,64.499,60.316,57.418,53.047,49.105,46.487,44.049,41.056,36.776,34.639,31.902,28.211,24.949,27.577,25.086,2.293,24.821,28.663,30.071,32.062,36.411,39.848,44.211,48.081,52.458,56.656,60.177,62.928,65.872,69.131,70.389,65.633,61.432,56.975,52.739,48.689,45.169,41.995,38.493,34.297,31.809,30.346,25.887,2.439,24.549,25.809,21.072,2.171,24.287,27.666,30.887,33.803,3.865,42.379,45.685,50.562,53.761,59.008,63.404,6.804,73.219,76.487,9.766,293,977,29.297,0,11.719,3.906,0,12.695,61.523,977,0,35.156,0,0,17.578,6.836,3.906,50.781,0,0,0,1.953,5.859,38.086,12.695,26.367,7.812,6.836,17.578,293,0,14.355,0,8.789,0,6.836,977,3.418,40.039,25.977,7.812,10.742,19.531,1.953,0,1.953,0,1.953,0,0,0,18.555,18.555,0,0,0,977,7.812,0,0,7.812,24.414,15.625
